지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
188,2018-01-01 11:00,7,,3.1,340,43,4.3,-4.7,1026.5,1028.7,1,,,,,,,,2000,,,4.7,,,,
188,2018-01-01 12:00,7.1,,2.9,320,43,4.3,-4.6,1025.6,1027.8,1,,,,,,,,2000,,,5.9,,,,
188,2018-01-01 13:00,7.3,,3.1,320,46,4.7,-3.5,1024.9,1027.1,1,,,,,,,,2000,,,6.3,,,,
188,2018-01-01 14:00,7.9,,3.1,290,44,4.7,-3.6,1024.7,1026.9,1,,,,,,,,2000,,,9.2,,,,
188,2018-01-01 15:00,7.6,,3.3,340,47,4.9,-3,1024.5,1026.7,1,,,,,,,,2000,,,10.9,,,,
188,2018-01-01 16:00,7.4,,2.9,320,50,5.2,-2.3,1024.9,1027.1,1,,,,,,,,2000,,,7.6,,,,
188,2018-01-01 17:00,6.6,,2.3,320,49,4.8,-3.3,1024.5,1026.7,1,,,,,,,,2000,,,4.8,,,,
188,2018-01-01 18:00,4.8,,2.4,360,55,4.8,-3.4,1024,1026.2,.3,,,,,,,,2000,,,2.7,,,,
188,2018-01-01 19:00,3.7,,1.8,290,58,4.6,-3.8,1025,1027.2,,,,,,,,,2000,,,1.6,,,,
188,2018-01-01 20:00,3,,2.9,290,61,4.6,-3.8,1025.6,1027.8,,,,,,,,,2000,,,1.1,,,,
188,2018-01-01 21:00,1.2,,1.4,290,70,4.7,-3.6,1026.1,1028.4,,,,,,,,,2000,,,.3,,,,
188,2018-01-01 22:00,1.8,,2.1,290,64,4.5,-4.2,1026.4,1028.7,,,,,,,,,2000,,,0,,,,
188,2018-01-01 23:00,1.8,,2.6,290,62,4.3,-4.7,1026.7,1029,,,,,,,,,2000,,,-.1,,,,
188,2018-01-02 00:00,1.8,,3.1,290,61,4.2,-4.9,1026.8,1029.1,,,,,,,,,2000,,,.2,,,,
188,2018-01-02 01:00,2,,2.9,290,61,4.3,-4.7,1027,1029.3,,,,,,,,,1801,,,0,,,,
188,2018-01-02 02:00,.9,,1.7,290,65,4.2,-4.9,1026.5,1028.8,,,,,,,,,1563,,,-.1,,,,
188,2018-01-02 03:00,2,,2.7,290,59,4.2,-5.1,1026.8,1029.1,,,,,,,,,1640,,,-.3,,,,
188,2018-01-02 04:00,2.6,,1.8,320,56,4.1,-5.3,1026.4,1028.6,,,,,,,,,1666,,,-.4,,,,
188,2018-01-02 05:00,2.8,,2.2,340,56,4.2,-5.1,1026.1,1028.3,,,,,,,,,1485,,,-.3,,,,
188,2018-01-02 06:00,3.3,,1.6,320,53,4.1,-5.3,1026.2,1028.4,,,,,,,,,1735,,,-.2,,,,
188,2018-01-02 07:00,1.2,,1.6,270,63,4.2,-5,1026.7,1029,,,,,,,,,1819,,,-.5,,,,
188,2018-01-02 08:00,1.8,,1.3,320,62,4.3,-4.7,1026.7,1029,0,,,,,,,,1361,,,-.6,,,,
188,2018-01-02 09:00,5.8,,1.2,320,49,4.5,-4.1,1027.5,1029.7,.6,,,,,,,,1710,,,-.2,,,,
188,2018-01-02 10:00,8,,1.7,340,40,4.3,-4.8,1027.6,1029.8,1,,,,,,,,1877,,,.9,,,,
188,2018-01-02 11:00,8.8,,3,360,36,4.1,-5.4,1027.3,1029.5,1,,,,,,,,1855,,,4.5,,,,
188,2018-01-02 12:00,9.1,,3.6,360,39,4.5,-4.1,1026.4,1028.6,1,,,,,,,,1650,,,6.3,,,,
188,2018-01-02 13:00,9.2,,2.4,340,39,4.5,-4,1025.5,1027.7,1,,,,,,,,1547,,,8,,,,
188,2018-01-02 14:00,9.7,,2.8,340,39,4.7,-3.6,1024.8,1027,1,,,,,,,,1670,,,10.6,,,,
188,2018-01-02 15:00,9.7,,4,340,42,5,-2.6,1024.7,1026.9,1,,,,,,,,1633,,,11.9,,,,
188,2018-01-02 16:00,8.6,,2.3,270,39,4.3,-4.6,1025.2,1027.4,.2,,,,,,,,1715,,,8.2,,,,
188,2018-01-02 17:00,8,,2,320,46,4.9,-2.9,1025,1027.2,.7,,,,,,,,1266,,,6,,,,
188,2018-01-02 18:00,6.7,,1.4,290,51,5,-2.7,1025.3,1027.5,0,,,,,,,,1087,,,4.3,,,,
188,2018-01-02 19:00,5.9,,1.4,290,49,4.5,-4,1025.5,1027.7,,,,,,,,,1725,,,3.5,,,,
188,2018-01-02 20:00,4.8,,1.9,270,56,4.8,-3.2,1025.7,1027.9,,,,,,,,,1599,,,2.8,,,,
188,2018-01-02 21:00,5.3,,2.6,290,58,5.2,-2.3,1025.6,1027.8,,,,,,,,,1533,,,3.4,,,,
188,2018-01-02 22:00,6.5,,1.5,290,62,6,-.2,1025.2,1027.4,,,,,,,,,1027,,,4.1,,,,
188,2018-01-02 23:00,6.9,,2.7,290,62,6.2,.1,1025,1027.2,,,,,,,,,990,,,4.5,,,,
188,2018-01-03 00:00,6.9,,1.6,320,64,6.3,.5,1025.4,1027.6,,,,,,,,,996,,,4.6,,,,
188,2018-01-03 01:00,7.1,,1.5,320,66,6.6,1.1,1025.8,1028,,,,,,,,,918,,,4.8,,,,
188,2018-01-03 02:00,6.6,,1.8,320,67,6.5,.8,1025.9,1028.1,,,,,,,,,761,,,4.4,,,,
188,2018-01-03 03:00,5.9,,3,320,55,5.1,-2.4,1026.3,1028.5,,,,,,,,,848,,,3.7,,,,
188,2018-01-03 04:00,5.2,,3,340,50,4.4,-4.3,1026.7,1028.9,,,,,,,,,1103,,,3.2,,,,
188,2018-01-03 05:00,4.8,,2.5,320,56,4.8,-3.2,1026.4,1028.6,,,,,,,,,1225,,,3.2,,,,
188,2018-01-03 06:00,4.5,,2.9,340,56,4.7,-3.5,1026.6,1028.8,,,,,,,,,2000,,,3,,,,
188,2018-01-03 07:00,4.4,,2.7,320,63,5.3,-2,1027,1029.2,,,,,,,,,2000,,,3.1,,,,
188,2018-01-03 08:00,4.2,,2.9,340,64,5.3,-2,1027.3,1029.5,0,,,,,,,,2000,,,3.1,,,,
188,2018-01-03 09:00,4.2,,2.9,360,63,5.2,-2.2,1027.6,1029.8,0,,,,,,,,2000,,,3.9,,,,
188,2018-01-03 10:00,4.4,,3.5,320,54,4.5,-4.1,1028.4,1030.6,.4,,,,,,,,2000,,,4.9,,,,
188,2018-01-03 11:00,4.9,,3.5,320,56,4.9,-3.1,1027.7,1029.9,.9,,,,,,,,2000,,,4.8,,,,
188,2018-01-03 12:00,5.2,,4.4,320,56,5,-2.8,1026.9,1029.1,1,,,,,,,,2000,,,5.2,,,,
188,2018-01-03 13:00,6.1,,4.5,320,50,4.7,-3.5,1025.9,1028.1,1,,,,,,,,2000,,,6,,,,
188,2018-01-03 14:00,5.8,,5.1,290,48,4.4,-4.3,1025.3,1027.5,1,,,,,,,,2000,,,8.8,,,,
188,2018-01-03 15:00,4.9,,5,320,55,4.8,-3.4,1025,1027.2,1,,,,,,,,2000,,,8.9,,,,
188,2018-01-03 16:00,4.7,,3.6,290,55,4.7,-3.5,1025.1,1027.3,.8,,,,,,,,2000,,,6.8,,,,
188,2018-01-03 17:00,4,,3.9,290,58,4.7,-3.5,1025.7,1027.9,0,,,,,,,,2000,,,4.8,,,,
188,2018-01-03 18:00,3.5,,3.3,320,62,4.9,-3.1,1025.7,1027.9,0,,,,,,,,2000,,,3.5,,,,
188,2018-01-03 19:00,3.2,,3.5,320,58,4.5,-4.2,1026.5,1028.7,,,,,,,,,2000,,,2.7,,,,
188,2018-01-03 20:00,3,,3,320,59,4.5,-4.2,1026.6,1028.8,,,,,,,,,2000,,,2.2,,,,
188,2018-01-03 21:00,2.8,,3.7,290,60,4.5,-4.2,1026.4,1028.6,,,,,,,,,2000,,,2.5,,,,
188,2018-01-03 22:00,2.6,,4.1,290,58,4.3,-4.8,1026.3,1028.5,,,,,,,,,2000,,,2.2,,,,
188,2018-01-03 23:00,2.8,,2.8,340,63,4.7,-3.5,1026.7,1028.9,,,,,,,,,2000,,,2.2,,,,
188,2018-01-04 00:00,2.4,,3.4,290,58,4.2,-5,1026.4,1028.7,,,,,,,,,2000,,,1.8,,,,
188,2018-01-04 01:00,2.4,,1.9,360,65,4.7,-3.5,1025.6,1027.8,,,,,,,,,2000,,,1.1,,,,
188,2018-01-04 02:00,2.6,,3.2,320,64,4.7,-3.5,1024.6,1026.8,,,,,,,,,2000,,,1.4,,,,
188,2018-01-04 03:00,2.7,,3,340,64,4.8,-3.4,1025.5,1027.7,,,,,,,,,2000,,,1.9,,,,
188,2018-01-04 04:00,2.6,,2.7,320,66,4.9,-3.1,1025.8,1028,,,,,,,,,2000,,,1.7,,,,
188,2018-01-04 05:00,2.7,,3.6,320,64,4.8,-3.4,1025.3,1027.5,,,,,,,,,2000,,,1.9,,,,
188,2018-01-04 06:00,2.6,,2.8,290,64,4.7,-3.5,1024.7,1026.9,,,,,,,,,2000,,,2,,,,
188,2018-01-04 07:00,2.7,,3.3,320,66,4.9,-3,1024.9,1027.1,,,,,,,,,2000,,,2,,,,
188,2018-01-04 08:00,2.6,,2.6,320,68,5,-2.7,1024.9,1027.1,0,,,,,,,,2000,,,2.1,,,,
188,2018-01-04 09:00,3,,3.3,320,67,5.1,-2.5,1024.5,1026.7,0,,,,,,,,2000,,,3.1,,,,
188,2018-01-04 10:00,3.1,,3.8,320,65,5,-2.8,1024.8,1027,0,,,,,,,,2000,,,3.9,,,,
188,2018-01-04 11:00,3.6,,3.7,320,65,5.2,-2.3,1023.9,1026.1,0,,,,,,,,2000,,,5.3,,,,
188,2018-01-04 12:00,4.1,,3.6,290,64,5.2,-2.1,1022.6,1024.8,0,,,,,,,,2000,,,6.7,,,,
188,2018-01-04 13:00,4.5,,3.5,290,64,5.4,-1.7,1021.2,1023.4,0,,,,,,,,2000,,,7.6,,,,
188,2018-01-04 14:00,4,,4.2,320,64,5.2,-2.2,1020.7,1022.9,0,,,,,,,,2000,,,6.9,,,,
188,2018-01-04 15:00,3.9,,3.5,290,64,5.2,-2.3,1020.5,1022.7,0,,,,,,,,2000,,,6.2,,,,
188,2018-01-04 16:00,3.9,,3.3,320,64,5.2,-2.3,1020.7,1022.9,0,,,,,,,,2000,,,5.3,,,,
188,2018-01-04 17:00,3.7,,2.9,290,65,5.2,-2.2,1020.7,1022.9,0,,,,,,,,2000,,,4.4,,,,
188,2018-01-04 18:00,3.6,,2.5,290,63,5,-2.7,1020.6,1022.8,0,,,,,,,,2000,,,3.6,,,,
188,2018-01-04 19:00,3.7,,2.4,320,64,5.1,-2.4,1021.1,1023.3,,,,,,,,,2000,,,3.5,,,,
188,2018-01-04 20:00,3.7,,2.6,320,64,5.1,-2.4,1020.5,1022.7,,,,,,,,,2000,,,3.4,,,,
188,2018-01-04 21:00,3.6,,1.8,320,65,5.2,-2.3,1020.6,1022.8,,,,,,,,,2000,,,3.3,,,,
188,2018-01-04 22:00,3.4,,2.7,290,67,5.2,-2.1,1020,1022.2,,,,,,,,,1929,,,3.2,,,,
188,2018-01-04 23:00,2.3,,2.6,290,82,5.9,-.4,1020.3,1022.5,,,,,,,,,1218,,,2.9,,,,
188,2018-01-05 00:00,2,.4,1.9,320,87,6.1,0,1019.3,1021.5,,,,,,,,,1018,,,2.7,,,,
188,2018-01-05 01:00,2.1,,1.4,320,89,6.3,.4,1019.2,1021.4,,,,,,,,,1279,,,2.5,,,,
188,2018-01-05 02:00,1.9,,1,320,90,6.3,.4,1018.9,1021.1,,,,,,,,,1193,,,2.5,,,,
188,2018-01-05 03:00,2,1.8,1.1,290,90,6.3,.5,1018.6,1020.8,,,,,,,,,747,,,2.5,,,,
188,2018-01-05 04:00,2.2,,2,320,90,6.4,.7,1017.8,1020,,,,,,,,,1249,,,2.6,,,,
188,2018-01-05 05:00,2.3,,2.6,320,87,6.2,.3,1017.4,1019.6,,,,,,,,,1201,,,2.5,,,,
188,2018-01-05 06:00,2.5,.4,2.5,320,87,6.3,.5,1017.1,1019.3,,,,,,,,,1457,,,2.5,,,,
188,2018-01-05 07:00,2.6,,2.8,290,80,5.9,-.5,1017.6,1019.8,,,,,,,,,1725,,,2.4,,,,
188,2018-01-05 08:00,2.8,,4.1,320,79,5.9,-.4,1017.9,1020.1,0,,,,,,,,2000,,,2.4,,,,
188,2018-01-05 09:00,3.1,,5.8,290,76,5.8,-.7,1019.3,1021.5,0,,,,,,,,2000,,,2.5,,,,
188,2018-01-05 10:00,3.8,,2.2,320,73,5.8,-.6,1018.9,1021.1,.2,,,,,,,,2000,,,3.8,,,,
188,2018-01-05 11:00,4.6,,2.7,320,71,6,-.2,1018.7,1020.9,.1,,,,,,,,2000,,,5.5,,,,
188,2018-01-05 12:00,5.1,,3.1,320,69,6.1,-.1,1018.2,1020.4,.2,,,,,,,,2000,,,5.5,,,,
188,2018-01-05 13:00,4.8,,1.6,320,72,6.2,.1,1017.3,1019.5,0,,,,,,,,2000,,,5.2,,,,
188,2018-01-05 14:00,5.1,,2.9,290,69,6.1,-.1,1016.6,1018.8,0,,,,,,,,2000,,,4.6,,,,
188,2018-01-05 15:00,5.1,,2.7,290,71,6.2,.2,1016.3,1018.5,0,,,,,,,,2000,,,4.3,,,,
188,2018-01-05 16:00,5.6,,4.7,290,58,5.3,-2,1016.7,1018.9,0,,,,,,,,2000,,,4.4,,,,
188,2018-01-05 17:00,5.3,,4.6,290,61,5.4,-1.6,1017,1019.2,.1,,,,,,,,2000,,,3.6,,,,
188,2018-01-05 18:00,5.1,,3.9,320,60,5.3,-2,1016.8,1019,0,,,,,,,,2000,,,2.7,,,,
188,2018-01-05 19:00,5.2,,4,320,60,5.3,-1.9,1017,1019.2,,,,,,,,,2000,,,2.6,,,,
188,2018-01-05 20:00,5.2,,3.2,320,59,5.2,-2.1,1017.8,1020,,,,,,,,,2000,,,2.7,,,,
188,2018-01-05 21:00,5.1,,2.9,320,59,5.2,-2.2,1018.1,1020.3,,,,,,,,,2000,,,2.6,,,,
188,2018-01-05 22:00,4.4,,4.4,290,58,4.9,-3.1,1018.2,1020.4,,,,,,,,,2000,,,1.6,,,,
188,2018-01-05 23:00,4.7,,5.8,290,56,4.8,-3.3,1018.5,1020.7,,,,,,,,,2000,,,1.8,,,,
188,2018-01-06 00:00,4.8,,4.9,290,56,4.8,-3.2,1018.7,1020.9,,,,,,,,,2000,,,2,,,,
188,2018-01-06 01:00,4.4,,2.9,320,58,4.9,-3.1,1018.7,1020.9,,,,,,,,,2000,,,1.4,,,,
188,2018-01-06 02:00,4.5,,4.4,290,60,5,-2.6,1018.7,1020.9,,,,,,,,,2000,,,1.3,,,,
188,2018-01-06 03:00,4.8,,5.1,290,59,5.1,-2.5,1019.2,1021.4,,,,,,,,,2000,,,1.9,,,,
188,2018-01-06 04:00,4.5,,3.4,320,64,5.4,-1.7,1018.9,1021.1,,,,,,,,,2000,,,1.6,,,,
188,2018-01-06 05:00,4.6,,3.8,290,62,5.3,-2,1019.2,1021.4,,,,,,,,,2000,,,1.9,,,,
188,2018-01-06 06:00,4,,2.6,320,61,5,-2.8,1019.6,1021.8,,,,,,,,,2000,,,.9,,,,
188,2018-01-06 07:00,4,,2.5,320,60,4.9,-3,1020,1022.2,,,,,,,,,2000,,,.8,,,,
188,2018-01-06 08:00,3.9,,2.5,290,62,5,-2.7,1020.4,1022.6,0,,,,,,,,2000,,,1.1,,,,
188,2018-01-06 09:00,4.8,,3.2,320,58,5,-2.7,1021.2,1023.4,.7,,,,,,,,2000,,,1.5,,,,
188,2018-01-06 10:00,5.6,,3.5,320,55,5,-2.7,1021.5,1023.7,1,,,,,,,,2000,,,3,,,,
188,2018-01-06 11:00,6.6,,3.5,320,55,5.4,-1.8,1021.3,1023.5,1,,,,,,,,2000,,,5.8,,,,
188,2018-01-06 12:00,7,,3.5,320,54,5.4,-1.6,1020.8,1023,1,,,,,,,,2000,,,5.4,,,,
188,2018-01-06 13:00,7.2,,3.4,320,51,5.2,-2.2,1020.1,1022.3,1,,,,,,,,2000,,,5.5,,,,
188,2018-01-06 14:00,7.5,,3.6,320,50,5.2,-2.2,1019.1,1021.3,1,,,,,,,,2000,,,7.9,,,,
188,2018-01-06 15:00,7.5,,3.5,320,49,5.1,-2.5,1018.8,1021,1,,,,,,,,2000,,,10.1,,,,
188,2018-01-06 16:00,7.1,,3.5,290,52,5.2,-2.1,1018.1,1020.3,1,,,,,,,,2000,,,6.7,,,,
188,2018-01-06 17:00,5.8,,2.2,290,57,5.3,-2,1020.3,1022.5,.5,,,,,,,,2000,,,4.7,,,,
188,2018-01-06 18:00,4.9,,1.5,320,59,5.1,-2.4,1020.2,1022.4,0,,,,,,,,2000,,,2.9,,,,
188,2018-01-06 19:00,4.6,,2.2,340,62,5.3,-2,1020.2,1022.4,,,,,,,,,2000,,,2.4,,,,
188,2018-01-06 20:00,4.7,,1.5,320,62,5.3,-1.9,1020.5,1022.7,,,,,,,,,2000,,,2.2,,,,
188,2018-01-06 21:00,4.5,,1.1,360,63,5.3,-1.9,1020.8,1023,,,,,,,,,2000,,,2.1,,,,
188,2018-01-06 22:00,3.2,,.6,20,70,5.4,-1.7,1021.4,1023.6,,,,,,,,,2000,,,1.5,,,,
188,2018-01-06 23:00,3.7,,1.5,320,70,5.6,-1.2,1021,1023.2,,,,,,,,,2000,,,1.5,,,,
188,2018-01-07 00:00,3.6,,1.5,290,72,5.7,-.9,1020.8,1023,,,,,,,,,2000,,,1.4,,,,
188,2018-01-07 01:00,4.1,,1.8,320,69,5.7,-1,1020.2,1022.4,,,,,,,,,2000,,,1.5,,,,
188,2018-01-07 02:00,3.9,,1.8,320,69,5.6,-1.2,1020.4,1022.6,,,,,,,,,2000,,,1.5,,,,
188,2018-01-07 03:00,3.6,,1.1,320,69,5.5,-1.5,1019.7,1021.9,,,,,,,,,2000,,,1.6,,,,
188,2018-01-07 04:00,3.6,,1.5,320,69,5.5,-1.5,1018.6,1020.8,,,,,,,,,2000,,,1.4,,,,
188,2018-01-07 05:00,4.5,,1.7,320,69,5.8,-.7,1019.3,1021.5,,,,,,,,,2000,,,2.2,,,,
188,2018-01-07 06:00,4.9,,1.7,290,69,6,-.3,1019.1,1021.3,,,,,,,,,2000,,,2.8,,,,
188,2018-01-07 07:00,5.3,,1.9,290,69,6.1,0,1019.6,1021.8,,,,,,,,,2000,,,3.2,,,,
188,2018-01-07 08:00,5.5,,2.1,290,70,6.3,.4,1019.2,1021.4,0,,,,,,,,2000,,,3.6,,,,
188,2018-01-07 09:00,6.9,,1.8,320,68,6.7,1.3,1019.7,1021.9,0,,,,,,,,2000,,,4.7,,,,
188,2018-01-07 10:00,8.1,,1.7,290,67,7.2,2.3,1019.7,1021.9,0,,,,,,,,1807,,,5.9,,,,
188,2018-01-07 11:00,9.7,,.9,320,64,7.7,3.2,1019.2,1021.4,0,,,,,,,,2000,,,8.2,,,,
188,2018-01-07 12:00,10,,1.2,290,63,7.7,3.2,1018.5,1020.7,0,,,,,,,,2000,,,7.8,,,,
188,2018-01-07 13:00,9.7,,.8,320,70,8.4,4.4,1016.9,1019.1,0,,,,,,,,1804,,,8.3,,,,
188,2018-01-07 14:00,11.9,,2.3,90,60,8.3,4.3,1016.1,1018.2,0,,,,,,,,2000,,,10.5,,,,
188,2018-01-07 15:00,12,.1,2,140,58,8.1,3.9,1015.2,1017.3,0,,,,,,,,2000,,,10.2,,,,
188,2018-01-07 16:00,11.4,,2.9,160,70,9.4,6.1,1015.3,1017.5,0,,,,,,,,1900,,,9.2,,,,
188,2018-01-07 17:00,11.3,,4.1,110,73,9.7,6.6,1015.2,1017.4,0,,,,,,,,1551,,,8.6,,,,
188,2018-01-07 18:00,11.3,.1,3.8,140,74,9.9,6.8,1015.1,1017.3,0,,,,,,,,2000,,,8.4,,,,
188,2018-01-07 19:00,11.5,,4.9,110,71,9.6,6.4,1014.7,1016.8,,,,,,,,,2000,,,8.4,,,,
188,2018-01-07 20:00,11.7,,4.5,110,71,9.7,6.6,1014.5,1016.6,,,,,,,,,2000,,,8.4,,,,
188,2018-01-07 21:00,10.4,.3,1.9,90,79,9.9,6.9,1014.5,1016.7,,,,,,,,,947,,,8.3,,,,
188,2018-01-07 22:00,9.7,,1.5,50,88,10.6,7.8,1013.8,1016,,,,,,,,,1407,,,8.2,,,,
188,2018-01-07 23:00,9.4,,1,360,92,10.8,8.1,1013.7,1015.9,,,,,,,,,720,,,8.2,,,,
188,2018-01-08 00:00,9.4,4,2.2,20,93,10.9,8.3,1012.6,1014.8,,,,,,,,,1276,,,8.3,,,,
188,2018-01-08 01:00,9.3,,.9,340,94,10.9,8.3,1011.5,1013.7,,,,,,,,,1332,,,8.2,,,,
188,2018-01-08 02:00,10.2,,2,20,93,11.6,9.1,1010.5,1012.7,,,,,,,,,1898,,,8.5,,,,
188,2018-01-08 03:00,10.7,.1,2.5,50,90,11.6,9.1,1010.1,1012.2,,,,,,,,,658,,,8.7,,,,
188,2018-01-08 04:00,10.8,,1.8,50,92,11.9,9.5,1009.4,1011.5,,,,,,,,,645,,,9,,,,
188,2018-01-08 05:00,11,,1.9,50,93,12.2,9.9,1008.5,1010.6,,,,,,,,,168,,,9.2,,,,
188,2018-01-08 06:00,11.5,1.2,1.2,90,95,12.9,10.7,1008.7,1010.8,,,,,,,,,452,,,9.4,,,,
188,2018-01-08 07:00,11.3,,.7,320,95,12.7,10.5,1008,1010.1,,,,,,,,,292,,,9.6,,,,
188,2018-01-08 08:00,12.6,,2.8,110,95,13.8,11.8,1007,1009.1,0,,,,,,,,381,,,10.3,,,,
188,2018-01-08 09:00,12.2,4.5,1.6,230,95,13.5,11.4,1007.3,1009.4,0,,,,,,,,1363,,,10.7,,,,
188,2018-01-08 10:00,11.8,,4.1,290,93,12.8,10.6,1006.9,1009,0,,,,,,,,2000,,,11.2,,,,
188,2018-01-08 11:00,9.4,,2.9,290,91,10.6,7.9,1008,1010.1,0,,,,,,,,1494,,,9.5,,,,
188,2018-01-08 12:00,8.4,.2,4.1,320,88,9.7,6.5,1006.9,1009.1,0,,,,,,,,1500,,,9.7,,,,
188,2018-01-08 13:00,7.9,,6.6,290,87,9.2,5.8,1007.1,1009.3,0,,,,,,,,1293,,,9.1,,,,
188,2018-01-08 14:00,7.8,,4.1,320,83,8.7,5,1006.4,1008.6,0,,,,,,,,2000,,,9,,,,
188,2018-01-08 15:00,8,,3.2,320,80,8.5,4.7,1007.3,1009.5,0,,,,,,,,2000,,,8.8,,,,
188,2018-01-08 16:00,7.3,,6.1,290,75,7.6,3.1,1007.5,1009.7,0,,,,,,,,2000,,,7.2,,,,
188,2018-01-08 17:00,6.7,,5.1,290,74,7.2,2.3,1008.2,1010.4,0,,,,,,,,2000,,,6.2,,,,
188,2018-01-08 18:00,6.5,,5,290,71,6.9,1.6,1009.4,1011.6,0,,,,,,,,2000,,,5.1,,,,
188,2018-01-08 19:00,6.3,,2,270,75,7.1,2.1,1009.6,1011.8,,,,,,,,,2000,,,5.3,,,,
188,2018-01-08 20:00,5.9,,4.3,270,83,7.7,3.2,1010.8,1013,,,,,,,,,1163,,,5.5,,,,
188,2018-01-08 21:00,5.8,1.2,4.8,290,84,7.7,3.2,1010.8,1013,,,,,,,,,778,,,5.4,,,,
188,2018-01-08 22:00,5.5,,5.5,290,80,7.2,2.3,1010.9,1013.1,,,,,,,,,515,,,5.1,,,,
188,2018-01-08 23:00,5.5,,4.4,290,62,5.6,-1.2,1011.8,1014,,,,,,,,,817,,,3.8,,,,
188,2018-01-09 00:00,5,.2,3.4,290,65,5.7,-1,1011.2,1013.4,,,,,,,,,652,,,3.3,,,,
188,2018-01-09 01:00,4.6,,4.2,270,69,5.8,-.6,1011.2,1013.4,,,,,,,,,841,,,3.1,,,,
188,2018-01-09 02:00,4.4,,4.6,290,73,6.1,0,1011.6,1013.8,,,,,,,,,546,,,3.3,,,,
188,2018-01-09 03:00,3.9,.2,5.1,290,66,5.4,-1.8,1012.5,1014.7,,,,,,,,,518,,,2.9,,,,
188,2018-01-09 04:00,3.8,,5.3,290,59,4.8,-3.4,1012.7,1014.9,,,,,,,,,938,,,2.4,,,,
188,2018-01-09 05:00,3.3,,5.4,290,56,4.3,-4.6,1012.7,1014.9,,,,,,,,,1269,,,1.9,,,,
188,2018-01-09 06:00,2.8,0,3.8,270,62,4.6,-3.7,1013.4,1015.6,,,,,,,,,1441,,,1.7,,,,
188,2018-01-09 07:00,2.7,,5.1,290,60,4.4,-4.3,1014,1016.2,,,,,,,,,1777,,,1.4,,,,
188,2018-01-09 08:00,2.3,,3.6,250,63,4.5,-4,1014.2,1016.4,0,,,,,,,,1630,,,1.3,,,,
188,2018-01-09 09:00,2.3,,3.5,290,63,4.5,-4,1014.8,1017,0,,,,,,,,1734,,,1.5,,,,
188,2018-01-09 10:00,3.9,,4.5,290,55,4.4,-4.3,1015.4,1017.6,.9,,,,,,,,2000,,,3.6,,,,
188,2018-01-09 11:00,4.4,,3.8,270,54,4.5,-4.1,1015.1,1017.3,.6,,,,,,,,2000,,,3.5,,,,
188,2018-01-09 12:00,4.6,,7,290,52,4.4,-4.4,1014.4,1016.6,.7,,,,,,,,2000,,,3.6,,,,
188,2018-01-09 13:00,5.1,,7,290,47,4.1,-5.3,1014,1016.2,.4,,,,,,,,2000,,,4.2,,,,
188,2018-01-09 14:00,4.3,,5.5,290,48,4,-5.7,1014.1,1016.3,.2,,,,,,,,2000,,,3.3,,,,
188,2018-01-09 15:00,4.7,.1,6.2,290,54,4.6,-3.8,1013.7,1015.9,.7,,,,,,,,2000,,,4.3,,,,
